Image0001.jpg,-1,0
Image0002.jpg,348,1
Image0003.jpg,347,1
Image0004.jpg,339,1
Image0005.jpg,348,1
Image0006.jpg,346,1
Image0007.jpg,328,1
Image0008.jpg,332,1
Image0009.jpg,359,1
Image0010.jpg,357,1
Image0011.jpg,358,1
Image0012.jpg,360,1
Image0013.jpg,359,1
Image0014.jpg,346,1
Image0015.jpg,339,1
Image0016.jpg,340,1
Image0017.jpg,340,1
Image0018.jpg,340,1
Image0019.jpg,359,1
Image0020.jpg,357,1
Image0021.jpg,350,1
Image0022.jpg,360,1
Image0023.jpg,-1,0
Image0024.jpg,360,1
Image0025.jpg,-1,0
Image0026.jpg,359,1
Image0027.jpg,334,1
Image0028.jpg,361,1
Image0029.jpg,357,1
Image0030.jpg,355,1
Image0031.jpg,351,1
